call,valid,wrap,count,last,error,expected,matrices,nonfinite,read_errors,live_allocs,live_bytes,active_hex
51,1,1,52,51,0,52,112,0,0,3772,843427,010050003300010040d92700cb09070002230000a000000098172800d3ff0000e83a280000000000385e28002d00000010812800d3ff000060a4280000000000b0c728002d00000000003c003300195a
52,1,1,53,52,0,53,112,0,0,3772,843427,010050003400010040a12800d4160e0002460000a000000098df2800d3ff0000e802290000000000382629002d00000010492900d3ff0000606c290000000000b08f29002d00000000003c003400195a
53,1,1,54,53,0,54,112,0,0,3772,843427,0100500035000100406929009d04000000000000a000000098a72900d3ff0000e8ca29000000000038ee29002d00000010112a00d3ff000060342a0000000000b0572a002d00000000003c003500195a
54,1,1,55,54,0,55,112,0,0,3772,843427,010050003600010040312a00a6110e0002f6ffffa0000000986f2a00d3ff0000e8922a000000000038b62a002d00000010d92a00d3ff000060fc2a0000000000b01f2b002d00000000003c003600195a
55,1,1,56,55,0,56,112,0,0,3772,843427,010050003700010040f92a00af1ef2fffe090000a000000098372b00d3ff0000e85a2b0000000000387e2b002d00000010a12b00d3ff000060c42b0000000000b0e72b002d00000000003c003700195a
56,1,1,57,56,0,57,112,0,0,3772,843427,010050003800010040c12b00780cf2fffeb9ffffa000000098ff2b00d3ff0000e8222c000000000038462c002d00000010692c00d3ff0000608c2c0000000000b0af2c002d00000000003c003800195a
57,1,1,58,57,0,58,112,0,0,3772,843427,010050003900010040892c008119f9fffedcffffa000000098c72c00d3ff0000e8ea2c0000000000380e2d002d00000010312d00d3ff000060542d0000000000b0772d002d00000000003c003900195a
58,1,1,59,58,0,59,112,0,0,3772,843427,010050003a00010040512d004a07000000000000a0000000988f2d00d3ff0000e8b22d000000000038d62d002d00000010f92d00d3ff0000601c2e0000000000b03f2e002d00000000003c003a00195a
59,1,1,60,59,0,60,112,0,0,3772,843427,010050003b00010040192e005314070002230000a000000098572e00d3ff0000e87a2e0000000000389e2e002d00000010c12e00d3ff000060e42e0000000000b0072f002d00000000003c003b00195a
60,1,1,61,60,0,61,112,0,0,3772,843427,010050003c00010040e12e001c020e0002460000a0000000981f2f00d3ff0000e8422f000000000038662f002d00000010892f00d3ff000060ac2f0000000000b0cf2f002d00000000003c003c00195a
61,1,1,62,61,0,62,112,0,0,3772,843427,010050003d00010040a92f00250f000000000000a000000098e72f00d3ff0000e80a300000000000382e30002d00000010513000d3ff00006074300000000000b09730002d00000000003c003d00195a
62,1,1,63,62,0,63,112,0,0,3772,843427,010050003e000100407130002e1c0e0002f6ffffa000000098af3000d3ff0000e8d230000000000038f630002d00000010193100d3ff0000603c310000000000b05f31002d00000000003c003e00195a
63,1,1,64,63,0,64,112,0,0,3772,843427,010050003f00010040393100f709f2fffe090000a000000098773100d3ff0000e89a31000000000038be31002d00000010e13100d3ff00006004000000000000b02700002d00000000003c003f00195a
64,1,1,65,64,0,65,112,0,0,3772,843427,0100500040000100683e31001f0ff5ffd9090000a8000000f87b3100d3ff0000e89f310000000000d8c331002d00000070e53100d3ff00006009000000000000502d00002d00000001003c004000195a
65,1,1,66,65,0,66,112,0,0,3772,843427,0100500041000100d04331008714f8ff88090000b000000058803100d3ff0000e8a431000000000078c931002d000000d0e93100d3ff0000600e000000000000f03200002d00000001003c004100195a
66,1,1,67,66,0,67,112,0,0,3772,843427,0100500042000100784931002f1afbff0b090000b8000000b8843100d3ff0000e8a931000000000018cf31002d00000030ee3100d3ff00006013000000000000903800002d00000001003c004200195a
67,1,1,68,67,0,68,112,0,0,3772,843427,0100500043000100604f3100d700feff81080000c000000018893100d3ff0000e8ae310000000000b8d431002d00000090f23100d3ff00006018000000000000303e00002d00000001003c004300195a
68,1,1,69,68,0,69,112,0,0,3772,843427,010050004400010088553100ff06ffff07080000c8000000788d3100d3ff0000e8b331000000000058da31002d000000f0f63100d3ff0000601d000000000000d04300002d00000001003c004400195a
69,1,1,70,69,0,70,112,0,0,3772,843427,0100500045000100f05b3100670dffff9e070000d0000000d8913100d3ff0000e8b8310000000000f8df31002d00000050fb3100d3ff00006022000000000000704900002d00000001003c004500195a
70,1,1,71,70,0,71,112,0,0,3772,843427,0100500046000100986231000f14ffff40070000d800000038963100d3ff0000e8bd31000000000098e531002d000000b0ff3100d3ff00006027000000000000104f00002d00000001003c004600195a
71,1,1,72,71,0,72,112,0,0,3772,843427,010050004700010080693100f71affffea060000e0000000989a3100d3ff0000e8c231000000000038eb31002d00000010040000d3ff0000602c000000000000b05400002d00000001003c004700195a
72,1,1,73,72,0,73,112,0,0,3772,843427,010050004800010080703100b702ffff98060000e0000000f89e3100d3ff0000e8c7310000000000d8f031002d00000070080000d3ff00006031000000000000505a00002d00000001003c004800195a
73,1,1,74,73,0,74,112,0,0,3772,843427,010050004900010080773100b709ffff49060000e000000058a33100d3ff0000e8cc31000000000078f631002d000000d00c0000d3ff00006036000000000000f05f00002d00000001003c004900195a
74,1,1,75,74,0,75,112,0,0,3772,843427,010050004a000100807e3100b710fffffd050000e0000000b8a73100d3ff0000e8d131000000000018fc31002d00000030110000d3ff0000603b000000000000906500002d00000001003c004a00195a
75,1,1,76,75,0,76,112,0,0,3772,843427,010050004b00010080853100b717ffffb1050000e000000018ac3100d3ff0000e8d6310000000000b80100002d00000090150000d3ff00006040000000000000306b00002d00000001003c004b00195a
76,1,1,77,76,0,77,112,0,0,3772,843427,010050004c000100808c3100b71effff68050000e000000078b03100d3ff0000e8db310000000000580700002d000000f0190000d3ff00006045000000000000d07000002d00000001003c004c00195a
77,1,1,78,77,0,78,112,0,0,3772,843427,010050004d000100809331007706ffff20050000e0000000d8b43100d3ff0000e8e0310000000000f80c00002d000000501e0000d3ff0000604a000000000000707600002d00000001003c004d00195a
78,1,1,79,78,0,79,112,0,0,3772,843427,010050004e000100809a3100770d0000e5040000e000000038b93100d3ff0000e8e5310000000000981200002d000000b0220000d3ff0000604f000000000000107c00002d00000001003c004e00195a
79,1,1,80,79,0,80,112,0,0,3772,843427,010050004f00010080a131007714ffffaf040000e000000098bd3100d3ff0000e8ea310000000000381800002d00000010270000d3ff00006054000000000000b08100002d00000001003c004f00195a
80,1,1,81,80,0,81,112,0,0,3772,843427,010050005000010080a83100771b000081040000e0000000f8c13100d3ff0000e8ef310000000000d81d00002d000000702b0000d3ff00006059000000000000508700002d00000001003c005000195a
81,1,1,82,81,0,82,112,0,0,3772,843427,010050005100010080af31003703000062040000e000000058c63100d3ff0000e8f4310000000000782300002d000000d02f0000d3ff0000605e000000000000f08c00002d00000001003c005100195a
82,1,1,83,82,0,83,112,0,0,3772,843427,010050005200010080b63100370affff3e040000e0000000b8ca3100d3ff0000e8f9310000000000182900002d00000030340000d3ff00006063000000000000909200002d00000001003c005200195a
83,1,1,84,83,0,84,112,0,0,3772,843427,010050005300010080bd3100371100001e040000e000000018cf3100d3ff0000e8fe310000000000b82e00002d00000090380000d3ff00006068000000000000309800002d00000001003c005300195a
84,1,1,85,84,0,85,112,0,0,3772,843427,010050005400010080c431003718000008040000e000000078d33100d3ff0000e803000000000000583400002d000000f03c0000d3ff0000606d000000000000d09d00002d00000001003c005400195a
85,1,1,86,85,0,86,112,0,0,3772,843427,010050005500010080cb3100371f0000f9030000e0000000d8d73100d3ff0000e808000000000000f83900002d00000050410000d3ff0000607200000000000070a300002d00000001003c005500195a
86,1,1,87,86,0,87,112,0,0,3772,843427,010050005600010080d23100f706ffffe1030000e000000038dc3100d3ff0000e80d000000000000983f00002d000000b0450000d3ff0000607700000000000010a900002d00000001003c005600195a
87,1,1,88,87,0,88,112,0,0,3772,843427,010050005700010080d93100f70d0000c9030000e000000098e03100d3ff0000e812000000000000384500002d000000104a0000d3ff0000607c000000000000b0ae00002d00000001003c005700195a
88,1,1,89,88,0,89,112,0,0,3772,843427,010050005800010080e03100f7140000b8030000e0000000f8e43100d3ff0000e817000000000000d84a00002d000000704e0000d3ff0000608100000000000050b400002d00000001003c005800195a
89,1,1,90,89,0,90,112,0,0,3772,843427,010050005900010080e73100f71b0000ad030000e000000058e93100d3ff0000e81c000000000000785000002d000000d0520000d3ff00006086000000000000f0b900002d00000001003c005900195a
90,1,1,91,90,0,91,112,0,0,3772,843427,010050005a00010080ee3100b7030000a5030000e0000000b8ed3100d3ff0000e821000000000000185600002d00000030570000d3ff0000608b00000000000090bf00002d00000001003c005a00195a
91,1,1,92,91,0,92,112,0,0,3772,843427,010050005b00010080f53100b70a0000a1030000e000000018f23100d3ff0000e826000000000000b85b00002d000000905b0000d3ff0000609000000000000030c500002d00000001003c005b00195a
92,1,1,93,92,0,93,112,0,0,3772,843427,010050005c00010080fc3100b71100009d030000e000000078f63100d3ff0000e82b000000000000586100002d000000f05f0000d3ff00006095000000000000d0ca00002d00000001003c005c00195a
93,1,1,94,93,0,94,112,0,0,3772,843427,010050005d00010080030000b71800009d030000e0000000d8fa3100d3ff0000e830000000000000f86600002d00000050640000d3ff0000609a00000000000070d000002d00000001003c005d00195a
94,1,1,95,94,0,95,112,0,0,3772,843427,010050005e000100800a0000770000009d030000e000000038ff3100d3ff0000e835000000000000986c00002d000000b0680000d3ff0000609f00000000000010d600002d00000001003c005e00195a
95,1,1,96,95,0,96,112,0,0,3772,843427,010050005f000100801100007707ffff8f030000e000000098030000d3ff0000e83a000000000000387200002d000000106d0000d3ff000060a4000000000000b0db00002d00000001003c005f00195a
96,1,1,97,96,0,97,112,0,0,3772,843427,010050006000010080180000770e00007e030000e0000000f8070000d3ff0000e83f000000000000d87700002d00000070710000d3ff000060a900000000000050e100002d00000001003c006000195a
97,1,1,98,97,0,98,112,0,0,3772,843427,0100500061000100801f00007715000073030000e0000000580c0000d3ff0000e844000000000000787d00002d000000d0750000d3ff000060ae000000000000f0e600002d00000001003c006100195a
98,1,1,99,98,0,99,112,0,0,3772,843427,010050006200010080260000771c00006b030000e0000000b8100000d3ff0000e849000000000000188300002d000000307a0000d3ff000060b300000000000090ec00002d00000001003c006200195a
99,1,1,100,99,0,100,112,0,0,3772,843427,0100500063000100802d00003704000067030000e000000018150000d3ff0000e84e000000000000b88800002d000000907e0000d3ff000060b800000000000030f200002d00000001003c006300195a
100,1,1,101,100,0,101,112,0,0,3772,843427,010050006400010080340000370b000063030000e000000078190000d3ff0000e853000000000000588e00002d000000f0820000d3ff000060bd000000000000d0f700002d00000001003c006400195a
101,1,1,102,101,0,102,112,0,0,3772,843427,0100500065000100803b00003712000063030000e0000000d81d0000d3ff0000e858000000000000f89300002d00000050870000d3ff000060c200000000000070fd00002d00000001003c006500195a
102,1,1,103,102,0,103,112,0,0,3772,843427,0100500066000100804200003719000063030000e000000038220000d3ff0000e85d000000000000989900002d000000b08b0000d3ff000060c7000000000000100301002d00000001003c006600195a
103,1,1,104,103,0,104,112,0,0,3772,843427,010050006700010080490000f700000063030000e000000098260000d3ff0000e862000000000000389f00002d00000010900000d3ff000060cc000000000000b00801002d00000001003c006700195a
104,1,1,105,104,0,105,112,0,0,3772,843427,010050006800010080500000f707000063030000e0000000f82a0000d3ff0000e867000000000000d8a400002d00000070940000d3ff000060d1000000000000500e01002d00000001003c006800195a
105,1,1,106,105,0,106,112,0,0,3772,843427,010050006900010080570000f70e000063030000e0000000582f0000d3ff0000e86c00000000000078aa00002d000000d0980000d3ff000060d6000000000000f01301002d00000001003c006900195a
106,1,1,107,106,0,107,112,0,0,3772,843427,010050006a000100805e0000f715000063030000e0000000b8330000d3ff0000e87100000000000018b000002d000000309d0000d3ff000060db000000000000901901002d00000001003c006a00195a
107,1,1,108,107,0,108,112,0,0,3772,843427,010050006b00010080650000f71c000063030000e000000018380000d3ff0000e876000000000000b8b500002d00000090a10000d3ff000060e0000000000000301f01002d00000001003c006b00195a
108,1,1,109,108,0,109,112,0,0,3772,843427,010050006c000100806c0000b704000063030000e0000000783c0000d3ff0000e87b00000000000058bb00002d000000f0a50000d3ff000060e5000000000000d02401002d00000001003c006c00195a
109,1,1,110,109,0,110,112,0,0,3772,843427,010050006d00010080730000b70b000063030000e0000000d8400000d3ff0000e880000000000000f8c000002d00000050aa0000d3ff000060ea000000000000702a01002d00000001003c006d00195a
110,1,1,111,110,0,111,112,0,0,3772,843427,010050006e000100807a0000b712000063030000e000000038450000d3ff0000e88500000000000098c600002d000000b0ae0000d3ff000060ef000000000000103001002d00000001003c006e00195a
111,1,1,112,111,0,112,112,0,0,3772,843427,010050006f00010080810000b719000063030000e000000098490000d3ff0000e88a00000000000038cc00002d00000010b30000d3ff000060f4000000000000b03501002d00000001003c006f00195a
112,1,1,113,112,0,113,112,0,0,3772,843427,0100500070000100808800007701000063030000e0000000f84d0000d3ff0000e88f000000000000d8d100002d00000070b70000d3ff000060f9000000000000503b01002d00000001003c007000195a
113,1,1,114,113,0,114,112,0,0,3772,843427,0100500071000100808f00007708000063030000e000000058520000d3ff0000e89400000000000078d700002d000000d0bb0000d3ff000060fe000000000000f04001002d00000001003c007100195a
114,1,1,115,114,0,115,112,0,0,3772,843427,010050007200010080960000770f000063030000e0000000b8560000d3ff0000e89900000000000018dd00002d00000030c00000d3ff00006003010000000000904601002d00000001003c007200195a
115,1,1,116,115,0,116,112,0,0,3772,843427,0100500073000100809d00007716000063030000e0000000185b0000d3ff0000e89e000000000000b8e200002d00000090c40000d3ff00006008010000000000304c01002d00000001003c007300195a
116,1,1,117,116,0,117,112,0,0,3772,843427,010050007400010080a40000771d000063030000e0000000785f0000d3ff0000e8a300000000000058e800002d000000f0c80000d3ff0000600d010000000000d05101002d00000001003c007400195a
117,1,1,118,117,0,118,112,0,0,3772,843427,010050007500010080ab00003705000063030000e0000000d8630000d3ff0000e8a8000000000000f8ed00002d00000050cd0000d3ff00006012010000000000705701002d00000001003c007500195a
118,1,1,119,118,0,119,112,0,0,3772,843427,010050007600010080b20000370c000063030000e000000038680000d3ff0000e8ad00000000000098f300002d000000b0d10000d3ff00006017010000000000105d01002d00000001003c007600195a
119,1,1,120,119,0,120,112,0,0,3772,843427,010050007700010080b900003713000063030000e0000000986c0000d3ff0000e8b200000000000038f900002d00000010d60000d3ff0000601c010000000000b06201002d00000001003c007700195a
120,1,1,121,120,0,121,112,0,0,3772,843427,010050007800010080c00000371a000063030000e0000000f8700000d3ff0000e8b7000000000000d8fe00002d00000070da0000d3ff00006021010000000000506801002d00000001003c007800195a
121,1,1,122,121,0,122,112,0,0,3772,843427,010050007900010080c70000f701000063030000e000000058750000d3ff0000e8bc000000000000780401002d000000d0de0000d3ff00006026010000000000f06d01002d00000001003c007900195a
122,1,1,123,122,0,123,112,0,0,3772,843427,010050007a00010080ce0000f708000063030000e0000000b8790000d3ff0000e8c1000000000000180a01002d00000030e30000d3ff0000602b010000000000907301002d00000001003c007a00195a
123,1,1,124,123,0,124,112,0,0,3772,843427,010050007b00010080d50000f70f000063030000e0000000187e0000d3ff0000e8c6000000000000b80f01002d00000090e70000d3ff00006030010000000000307901002d00000001003c007b00195a
124,1,1,125,124,0,125,112,0,0,3772,843427,010050007c00010080dc0000f716000063030000e000000078820000d3ff0000e8cb000000000000581501002d000000f0eb0000d3ff00006035010000000000d07e01002d00000001003c007c00195a
125,1,1,126,125,0,126,112,0,0,3772,843427,010050007d00010080e30000f71d000063030000e0000000d8860000d3ff0000e8d0000000000000f81a01002d00000050f00000d3ff0000603a010000000000708401002d00000001003c007d00195a
126,1,1,127,126,0,127,112,0,0,3772,843427,010050007e00010080ea0000b705000063030000e0000000388b0000d3ff0000e8d5000000000000982001002d000000b0f40000d3ff0000603f010000000000108a01002d00000001003c007e00195a
127,1,1,128,127,0,128,112,0,0,3772,843427,010050007f00010080f10000b70c000063030000e0000000988f0000d3ff0000e8da000000000000382601002d00000010f90000d3ff00006044010000000000b08f01002d00000001003c007f00195a
